"","navn","ministerpost","parti","start","stop","regering","r_start","r_stop","time","early"
"887","Knud Erik Kirkegaard"," Arbejdsminister "," (C)",1990-12-18,1993-01-25,"Regeringen-Poul-Schlueter-IV",1990-12-18,1993-01-25,2.10410958904095,0
"888","Anne Birgitte Lundholt"," Industriminister og energiminister "," (C)",1990-12-18,1993-01-25,"Regeringen-Poul-Schlueter-IV",1990-12-18,1993-01-25,2.10410958904095,0
"889","Ester Larsen"," Sundhedsminister "," (V)",1990-12-18,1993-01-25,"Regeringen-Poul-Schlueter-IV",1990-12-18,1993-01-25,2.10410958904095,0
"890","Kaj Ikast"," Trafikminister "," (C)",1990-12-18,1993-01-25,"Regeringen-Poul-Schlueter-IV",1990-12-18,1993-01-25,2.10410958904095,0
"891","Per Stig Møller"," Miljøminister "," (C)",1990-12-18,1993-01-25,"Regeringen-Poul-Schlueter-IV",1990-12-18,1993-01-25,2.10410958904095,0
"892","Else Winther Andersen"," Socialminister "," (V)",1990-12-18,1993-01-25,"Regeringen-Poul-Schlueter-IV",1990-12-18,1993-01-25,2.10410958904095,0
"893","Grethe Rostbøll"," Kulturminister"," (C)",1990-12-18,1993-01-25,"Regeringen-Poul-Schlueter-IV",1990-12-18,1993-01-25,2.10410958904095,0
"894","Poul Nyrup Rasmussen"," Statsminister "," (A)",1993-01-25,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.67123287671234,0
"895","Mimi Jakobsen"," Samordningsminister "," (D)",1994-01-28,1994-02-08,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,0.0301369863013861,1
"896","Marianne Jelved"," Økonomiminister "," (B)",1993-01-25,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.67123287671234,0
"897","Jann Sjursen"," Energiminister "," (Q)",1993-01-25,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.67123287671234,0
"898","Mogens Lykketoft"," Finansminister "," (A)",1993-01-25,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.67123287671234,0
"899","Niels Helveg Petersen"," Udenrigsminister "," (B)",1993-01-25,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.67123287671234,0
"900","Bjørn Westh"," Landbrugs- og fiskeriminister "," (A)",1993-01-25,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.67123287671234,0
"901","Svend Auken"," Miljøminister "," (A)",1993-01-25,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.67123287671234,0
"902","Arne Melchior"," Minister for kommunikation og turisme "," (D)",1993-01-25,1994-01-28,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.0082191780823,1
"903","Helge Mortensen"," Minister for kommunikation og turisme "," (A)",1994-01-28,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,0.663013698630039,0
"904","Ole Vig Jensen"," Undervisningsminister "," (B)",1993-01-25,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.67123287671234,0
"905","Flemming Kofod-Svendsen"," Boligminister og minister for nordisk samarbejde og Østersøspørgsmål "," (Q)",1993-01-25,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.67123287671234,0
"906","Helle Degn"," Minister for udviklingsbistand "," (A)",1993-01-25,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.67123287671234,0
"907","Birte Weiss"," Indenrigsminister "," (A)",1993-01-25,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.67123287671234,0
"908","Jytte Andersen"," Arbejdsminister "," (A)",1993-01-25,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.67123287671234,0
"909","Ole Stavad"," Skatteminister "," (A)",1993-01-25,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.67123287671234,0
"910","Hans Hækkerup"," Forsvarsminister "," (A)",1993-01-25,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.67123287671234,0
"911","Jytte Hilden"," Kulturminister "," (A)",1993-01-25,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.67123287671234,0
"912","Torben Lund"," Sundhedsminister "," (A)",1993-01-25,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.67123287671234,0
"913","Helge Mortensen"," Trafikminister "," (A)",1993-01-25,1994-01-28,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.0082191780823,1
"914","Jan Trøjborg"," Trafikminister "," (A)",1994-01-28,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,0.663013698630039,0
"915","Jan Trøjborg"," Industriminister "," (A)",1993-01-25,1994-01-28,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.0082191780823,1
"916","Pia Gjellerup"," Justitsminister "," (A)",1993-01-25,1993-03-29,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,0.172602739726017,1
"917","Erling Olsen"," Justitsminister "," (A)",1993-03-29,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.49863013698632,0
"918","Karen Jespersen"," Socialminister "," (A)",1993-01-25,1994-01-28,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,1.0082191780823,1
"919","Bente Juncker"," Socialminister "," (D)",1994-01-28,1994-02-11,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,0.0383561643834582,1
"920","Yvonne Herløv Andersen"," Socialminister "," (D)",1994-02-11,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,0.62465753424658,0
"921","Arne Oluf Andersen"," Kirkeminister"," (D)",1994-01-28,1994-09-27,"Regeringen-Poul-Nyrup-Rasmussen-I",1993-01-25,1994-09-27,0.663013698630039,0
"922","Nyrup Rasmussen"," Statsminister "," (A)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"923","Marianne Jelved"," Økonomiminister og minister for nordisk samarbejde "," (B)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"924","Mimi Jakobsen"," Erhvervsminister "," (D)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"925","Mogens Lykketoft"," Finansminister "," (A)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"926","Niels Helveg Petersen"," Udenrigsminister "," (B)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"927","Bjørn Westh"," Justitsminister "," (A)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"928","Svend Auken"," Miljø- og energiminister "," (A)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"929","Ole Vig Jensen"," Undervisningsminister "," (B)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"930","Poul Nielson"," Minister for udviklingsbistand "," (A)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"931","Birte Weiss"," Indenrigsminister og kirkeminister "," (A)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"932","Jytte Andersen"," Arbejdsminister "," (A)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"933","Ole Stavad"," Skatteminister "," (A)",1994-09-27,1994-11-01,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,0.095890410958873,1
"934","Carsten Koch"," Skatteminister "," (A)",1994-11-01,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.16165880679705,0
"935","Hans Hækkerup"," Forsvarsminister "," (A)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"936","Jytte Hilden"," Kulturminister "," (A)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"937","Jan Trøjborg"," Trafikminister "," (A)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"938","Karen Jespersen"," Socialminister "," (A)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"939","Yvonne Herløv Andersen"," Sundhedsminister "," (D)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"940","Ole Løvig Simonsen"," Boligminister "," (A)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"941","Frank Jensen"," Forskningsminister "," (A)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"942","Henrik Dam Kristensen"," Landbrugs- og fiskeriminister"," (A)",1994-09-27,1996-12-30,"Regeringen-Poul-Nyrup-Rasmussen-II",1994-09-27,1996-12-30,2.25754921775592,0
"943","Poul Nyrup Rasmussen"," Statsminister "," (A)",1996-12-30,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,1.22738228909338,0
"944","Marianne Jelved"," Økonomiminister og minister for nordisk samarbejde "," (B)",1996-12-30,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,1.22738228909338,0
"945","Mogens Lykketoft"," Finansminister "," (A)",1996-12-30,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,1.22738228909338,0
"946","Niels Helveg Petersen"," Udenrigsminister "," (B)",1996-12-30,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,1.22738228909338,0
"947","Bjørn Westh"," Trafikminister "," (A)",1996-12-30,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,1.22738228909338,0
"948","Svend Auken"," Miljø- og energiminister "," (A)",1996-12-30,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,1.22738228909338,0
"949","Ole Vig Jensen"," Undervisningsminister og kirkeminister "," (B)",1996-12-30,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,1.22738228909338,0
"950","Poul Nielson"," Minister for udviklingsbistand "," (A)",1996-12-30,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,1.22738228909338,0
"951","Birte Weiss"," Indenrigsminister og sundhedsminister "," (A)",1997-10-20,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,0.421917808219177,0
"952","Thorkild Simonsen"," Indenrigsminister "," (A)",1997-10-20,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,0.421917808219177,0
"953","Jytte Andersen"," Arbejdsminister "," (A)",1996-12-30,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,1.22738228909338,0
"954","Hans Hækkerup"," Forsvarsminister "," (A)",1996-12-30,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,1.22738228909338,0
"955","Jytte Hilden"," Forskningsminister "," (A)",1996-12-30,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,1.22738228909338,0
"956","Jan Trøjborg"," Erhvervsminister "," (A)",1996-12-30,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,1.22738228909338,0
"957","Karen Jespersen"," Socialminister "," (A)",1996-12-30,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,1.22738228909338,0
"958","Ole Løvig Simonsen"," Boligminister "," (A)",1996-12-30,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,1.22738228909338,0
"959","Frank Jensen"," Justitsminister "," (A)",1996-12-30,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,1.22738228909338,0
"960","Henrik Dam Kristensen"," Fødevareminister "," (A)",1996-12-30,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,1.22738228909338,0
"961","Carsten Koch"," Skatteminister "," (A)",1996-12-30,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,1.22738228909338,0
"962","Ebbe Lundgaard"," Kulturminister"," (B)",1996-12-30,1998-03-23,"Regeringen-Poul-Nyrup-Rasmussen-III",1996-12-30,1998-03-23,1.22738228909338,0
"963","Poul Nyrup Rasmussen"," Statsminister "," (A)",1998-03-23,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,3.682191780822,0
"964","Marianne Jelved"," Økonomiminister og minister for nordisk samarbejde "," (B)",1998-03-23,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,3.682191780822,0
"965","Mogens Lykketoft"," Udenrigsminister "," (A)",2000-12-21,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,0.93416423384997,0
"966","Mogens Lykketoft"," Finansminister "," (A)",1998-03-23,2000-12-21,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,2.74802754697203,1
"967","Niels Helveg Petersen"," Udenrigsminister "," (B)",1998-03-23,2000-12-21,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,2.74802754697203,1
"968","Pia Gjellerup"," Finansminister "," (A)",2000-12-21,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,0.93416423384997,0
"969","Svend Auken"," Miljø- og energiminister "," (A)",1998-03-23,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,3.682191780822,0
"970","Poul Nielson"," Minister for udviklingsbistand "," (A)",1998-03-23,1999-07-10,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,1.29863013698628,1
"971","Birte Weiss"," Forskningsminister "," (A)",1999-07-10,2000-12-21,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,1.44939740998575,1
"972","Margrethe Vestager"," Undervisningsminister og kirkeminister "," (B)",2000-12-21,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,0.93416423384997,0
"973","Thorkild Simonsen"," Indenrigsminister "," (A)",1998-03-23,2000-02-23,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,1.92289093495037,1
"974","Jytte Andersen"," By- og boligminister "," (A)",1999-07-01,1999-09-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,0.241095890410861,1
"975","Hans Hækkerup"," Forsvarsminister "," (A)",1998-03-23,2000-12-21,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,2.74802754697203,1
"976","Jan Trøjborg"," Forsvarsminister "," (A)",2000-12-21,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,0.93416423384997,0
"977","Jan Trøjborg"," Minister for udviklingsbistand "," (A)",1999-07-10,2000-12-21,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,1.44939740998575,1
"978","Jan Trøjborg"," Forskningsminister "," (A)",1998-03-23,1999-07-10,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,1.29863013698628,1
"979","Karen Jespersen"," Indenrigsminister "," (A)",2000-02-23,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,1.75930084587162,0
"980","Karen Jespersen"," Socialminister "," (A)",1998-03-23,2000-02-23,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,1.92289093495037,1
"981","Ritt Bjerregaard"," Fødevareminister "," (A)",2000-02-23,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,1.75930084587162,0
"982","Frank Jensen"," Justitsminister "," (A)",1998-03-23,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,3.682191780822,0
"983","Henrik Dam Kristensen"," Socialminister "," (A)",2000-02-23,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,1.75930084587162,0
"984","Henrik Dam Kristensen"," Fødevareminister "," (A)",1998-03-23,2000-02-23,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,1.92289093495037,1
"985","Carsten Koch"," Sundhedsminister "," (A)",1998-03-23,2000-02-23,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,1.92289093495037,1
"986","Ole Stavad"," Erhvervsminister "," (A)",2000-12-21,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,0.93416423384997,0
"987","Ole Stavad"," Skatteminister "," (A)",1998-03-23,2000-12-21,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,2.74802754697203,1
"988","Pia Gjellerup"," Erhvervsminister "," (A)",1998-03-23,2000-12-21,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,2.74802754697203,1
"989","Sonja Mikkelsen"," Sundhedsminister "," (A)",2000-02-23,2000-12-21,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,0.825136612021652,1
"990","Sonja Mikkelsen"," Trafikminister "," (A)",1998-03-23,2000-02-23,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,1.92289093495037,1
"991","Elsebeth Gerner Nielsen"," Kulturminister "," (B)",1998-03-23,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,3.682191780822,0
"992","Ove Hygum"," Arbejdsminister "," (A)",1998-03-23,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,3.682191780822,0
"993","Jacob Buksti"," Trafikminister "," (A)",2000-02-23,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,1.75930084587162,0
"994","Lotte Bundsgaard"," By- og boligminister og minister for ligestilling "," (A)",2000-12-21,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,0.93416423384997,0
"995","Frode Sørensen"," Skatteminister "," (A)",2000-12-21,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,0.93416423384997,0
"996","Johannes Lebech"," Kirkeminister "," (B)",2000-12-21,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,0.93416423384997,0
"997","Arne Rolighed"," Sundhedsminister "," (A)",2000-12-21,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,0.93416423384997,0
"998","Anita Bay Bundegaard"," Minister for udviklingsbistand"," (B)",2000-12-21,2001-11-27,"Regeringen-Poul-Nyrup-Rasmussen-IV",1998-03-23,2001-11-27,0.93416423384997,0
"999","Anders Fogh Rasmussen"," Statsminister "," (V)",2001-11-27,2005-02-18,"Regeringen-Anders-Fogh-Rasmussen-I",2001-11-27,2005-02-18,3.22739726027385,0
"1000","Bendt Bendtsen"," Økonomi- og erhvervsminister "," (C)",2001-11-27,2002-06-18,"Regeringen-Anders-Fogh-Rasmussen-I",2001-11-27,2005-02-18,0.556164383561509,1
"1001","Per Stig Møller"," Udenrigsminister "," (C)",2001-11-27,2005-02-18,"Regeringen-Anders-Fogh-Rasmussen-I",2001-11-27,2005-02-18,3.22739726027385,0
"1002","Thor Pedersen"," Finansminister "," (V)",2001-11-27,2005-02-18,"Regeringen-Anders-Fogh-Rasmussen-I",2001-11-27,2005-02-18,3.22739726027385,0
"1003","Claus Hjort Frederiksen"," Beskæftigelsesminister "," (V)",2001-11-27,2005-02-18,"Regeringen-Anders-Fogh-Rasmussen-I",2001-11-27,2005-02-18,3.22739726027385,0
"1004","Lene Espersen"," Justitsminister "," (C)",2001-11-27,2005-02-18,"Regeringen-Anders-Fogh-Rasmussen-I",2001-11-27,2005-02-18,3.22739726027385,0
"1005","Brian Mikkelsen"," Kulturminister "," (C)",2001-11-27,2005-02-18,"Regeringen-Anders-Fogh-Rasmussen-I",2001-11-27,2005-02-18,3.22739726027385,0
"1006","Svend Erik Hovmand"," skatteminister "," (V)",2001-11-27,2004-08-02,"Regeringen-Anders-Fogh-Rasmussen-I",2001-11-27,2005-02-18,2.68058986451069,1
"1007","Flemming Hansen"," Trafikminister "," (C)",2002-06-18,2005-02-18,"Regeringen-Anders-Fogh-Rasmussen-I",2001-11-27,2005-02-18,2.67123287671234,0
"1008","Mariann Fischer Boel"," Fødevareminister "," (V)",2001-11-27,2004-08-02,"Regeringen-Anders-Fogh-Rasmussen-I",2001-11-27,2005-02-18,2.68058986451069,1
"1009","Svend Aage Jensby"," Forsvarsminister "," (V)",2001-11-27,2004-04-24,"Regeringen-Anders-Fogh-Rasmussen-I",2001-11-27,2005-02-18,2.40736582079489,1
"1010","Hans Christian Schmidt"," Miljøminister "," (V)",2001-11-27,2004-08-02,"Regeringen-Anders-Fogh-Rasmussen-I",2001-11-27,2005-02-18,2.68058986451069,1
"1011","Hans Christian Schmidt"," Fødevareminister "," (V)",2004-08-02,2005-02-18,"Regeringen-Anders-Fogh-Rasmussen-I",2001-11-27,2005-02-18,0.546807395763153,0
"1012","Lars Løkke Rasmussen"," Indenrigs- og sundhedsminister "," (V)",2001-11-27,2005-02-18,"Regeringen-Anders-Fogh-Rasmussen-I",2001-11-27,2005-02-18,3.22739726027385,0
"1013","Tove Fergo"," Kirkeminister "," (V)",2001-11-27,2005-02-18,"Regeringen-Anders-Fogh-Rasmussen-I",2001-11-27,2005-02-18,3.22739726027385,0
"1014","Ulla Tørnæs"," Undervisningsminister "," (V)",2001-11-27,2005-02-18,"Regeringen-Anders-Fogh-Rasmussen-I",2001-11-27,2005-02-18,3.22739726027385,0
"1015","Søren Gade Jensen"," Forsvarsminister "," (V)",2004-04-24,2005-02-18,"Regeringen-Anders-Fogh-Rasmussen-I",2001-11-27,2005-02-18,0.820031439478953,0
"1016","Kristian Jensen"," Skatteminister"," (V)",2004-08-02,2005-02-18,"Regeringen-Anders-Fogh-Rasmussen-I",2001-11-27,2005-02-18,0.546807395763153,0
"1017","Anders Fogh Rasmussen"," Statsminister "," (V)",2005-02-18,2007-11-23,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,2.7616438356165,0
"1018","Bendt Bendtsen"," Økonomi- og erhvervsminister "," (C)",2005-02-18,2007-11-23,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,2.7616438356165,0
"1019","Per Stig Møller"," Udenrigsminister "," (C)",2005-02-18,2007-11-23,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,2.7616438356165,0
"1020","Thor Pedersen"," Finansminister "," (V)",2005-02-18,2007-11-23,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,2.7616438356165,0
"1021","Claus Hjort Frederiksen"," Beskæftigelsesminister "," (V)",2005-02-18,2007-11-23,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,2.7616438356165,0
"1022","Lene Espersen"," Justitsminister "," (C)",2005-02-18,2007-11-23,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,2.7616438356165,0
"1023","Brian Mikkelsen"," Kulturminister "," (C)",2005-02-18,2007-11-23,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,2.7616438356165,0
"1024","Bertel Haarder"," Undervisningsminister og kirkeminister "," (V)",2005-02-18,2007-11-23,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,2.7616438356165,0
"1025","Karen Jespersen"," Socialminister og minister for ligestilling "," (V)",2007-09-12,2007-11-23,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,0.197260273972461,0
"1026","Flemming Hansen"," Transport- og energiminister "," (C)",2005-02-18,2007-09-12,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,2.56438356164404,1
"1027","Hans Christian Schmidt"," Fødevareminister "," (V)",2005-02-18,2007-09-12,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,2.56438356164404,1
"1028","Lars Løkke Rasmussen"," Indenrigs- og sundhedsminister "," (V)",2005-02-18,2007-11-23,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,2.7616438356165,0
"1029","Ulla Tørnæs"," Minister for udviklingsbistand "," (V)",2005-02-18,2007-11-23,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,2.7616438356165,0
"1030","Søren Gade Jensen"," Forsvarsminister "," (V)",2005-02-18,2007-11-23,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,2.7616438356165,0
"1031","Eva Kjer Hansen"," Socialminister og minister for ligestilling "," (V)",2005-02-18,2007-09-12,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,2.56438356164404,1
"1032","Eva Kjer Hansen"," Fødevareminister "," (V)",2007-09-12,2007-11-23,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,0.197260273972461,0
"1033","Connie Hedegaard"," Miljøminister og minister for nordisk samarbejde "," (C)",2005-02-18,2007-11-23,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,2.7616438356165,0
"1034","Kristian Jensen"," Skatteminister "," (V)",2005-02-18,2007-11-23,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,2.7616438356165,0
"1035","Lars Barfoed"," Minister for familie- og forbrugeranliggender "," (C)",2005-02-18,2006-12-14,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,1.81917808219191,1
"1036","Carina Christensen"," Minister for familie- og forbrugeranliggender "," (C)",2006-12-15,2007-11-23,"Regeringen-Anders-Fogh-Rasmussen-II",2005-02-18,2007-11-23,0.939726027397228,0
