"","navn","ministerpost","parti","start","stop","regering","r_start","r_stop","time","early"
"179","Hannes Hafstein"," Minister for Island ",NA,1908-10-12,1909-03-31,"Regeringen-Neergaard-I",1908-10-12,1909-08-16,0.465147091848394,1
"180","Bjørn Jonsson"," Minister for Island",NA,1909-03-31,1909-08-16,"Regeringen-Neergaard-I",1908-10-12,1909-08-16,0.378082191780777,0
"181","J. L. Holstein-Ledreborg"," Konseilspræsident "," (V)",1909-08-16,1909-10-28,"Regeringen-Holstein-Ledreborg",1909-08-16,1909-10-28,0.200000000000045,0
"182","C. W. Ahlefeldt-Laurvig (V)"," Udenrigsminister ","(en)",1909-08-16,1909-10-28,"Regeringen-Holstein-Ledreborg",1909-08-16,1909-10-28,0.200000000000045,0
"183","N. Neergaand"," Finansminister "," (V)",1909-08-16,1909-10-28,"Regeringen-Holstein-Ledreborg",1909-08-16,1909-10-28,0.200000000000045,0
"184","J. C. Christensen"," Forsvarsminister "," (V)",1909-08-16,1909-10-18,"Regeringen-Holstein-Ledreborg",1909-08-16,1909-10-28,0.172602739726017,1
"185","J. L. Holstein-Ledreborg"," Forsvarsminister "," (V)",1909-10-18,1909-10-28,"Regeringen-Holstein-Ledreborg",1909-08-16,1909-10-28,0.0273972602740287,0
"186","Enevold Sørensen"," Kultusminister "," (V)",1909-08-16,1909-10-28,"Regeringen-Holstein-Ledreborg",1909-08-16,1909-10-28,0.200000000000045,0
"187","Svend Høgsbro"," Justitsminister "," (V)",1909-08-16,1909-10-28,"Regeringen-Holstein-Ledreborg",1909-08-16,1909-10-28,0.200000000000045,0
"188","Klaus Berntsen"," Indenrigsminister "," (V)",1909-08-16,1909-10-28,"Regeringen-Holstein-Ledreborg",1909-08-16,1909-10-28,0.200000000000045,0
"189","Thomas Larsen"," Minister for offentlige arbejder "," (V)",1909-08-16,1909-10-28,"Regeringen-Holstein-Ledreborg",1909-08-16,1909-10-28,0.200000000000045,0
"190","Anders Nielsen"," Landbrugsminister "," (V)",1909-08-16,1909-10-28,"Regeringen-Holstein-Ledreborg",1909-08-16,1909-10-28,0.200000000000045,0
"191","Johan Hansen"," Minister for handel og søfart "," (V)",1909-08-16,1909-10-28,"Regeringen-Holstein-Ledreborg",1909-08-16,1909-10-28,0.200000000000045,0
"192","Bjørn Jonsson"," Minister for Island",NA,1909-08-16,1909-10-28,"Regeringen-Holstein-Ledreborg",1909-08-16,1909-10-28,0.200000000000045,0
"193","C. Th. Zahle"," Konseilspræsident "," (R)",1909-10-28,1910-07-05,"Regeringen-Zahle-I",1909-10-28,1910-07-05,0.684931506849125,0
"194","Erik Scavenius"," Udenrigsminister "," (R)",1909-10-28,1910-07-05,"Regeringen-Zahle-I",1909-10-28,1910-07-05,0.684931506849125,0
"195","Edvard Brandes"," Finansminister "," (R)",1909-10-28,1910-07-05,"Regeringen-Zahle-I",1909-10-28,1910-07-05,0.684931506849125,0
"196","Christopher Krabbe"," Forsvarsminister "," (R)",1909-10-28,1910-07-05,"Regeringen-Zahle-I",1909-10-28,1910-07-05,0.684931506849125,0
"197","M. C. B. Nielsen"," Kultusminister "," (R)",1909-10-28,1910-07-05,"Regeringen-Zahle-I",1909-10-28,1910-07-05,0.684931506849125,0
"198","C. Th. Zahle"," Justitsminister "," (R)",1909-10-28,1910-07-05,"Regeringen-Zahle-I",1909-10-28,1910-07-05,0.684931506849125,0
"199","P. Munch"," Indenrigsminister "," (R)",1909-10-28,1910-07-05,"Regeringen-Zahle-I",1909-10-28,1910-07-05,0.684931506849125,0
"200","J. J. Jensen (R)"," Minister for offentlige arbejder (til 02.02.1910) "," (Onsted)",1909-10-28,1910-02-02,"Regeringen-Zahle-I",1909-10-28,1910-07-05,0.265753424657532,1
"201","Wilhelm Weimann"," Minister for offentlige arbejder (a.i. fra 02.02.1910) "," (R)",1910-02-02,1910-07-05,"Regeringen-Zahle-I",1909-10-28,1910-07-05,0.419178082191593,0
"202","Poul Christensen"," Landbrugsminister "," (R)",1909-10-28,1910-07-05,"Regeringen-Zahle-I",1909-10-28,1910-07-05,0.684931506849125,0
"203","Wilhelm Weimann"," Minister for handel og søfart "," (R)",1909-10-28,1910-07-05,"Regeringen-Zahle-I",1909-10-28,1910-07-05,0.684931506849125,0
"204","Bjørn Jonsson"," Minister for Island",NA,1909-10-28,1910-07-05,"Regeringen-Zahle-I",1909-10-28,1910-07-05,0.684931506849125,0
"205","Klaus Berntsen"," Konseilspræsident "," (V)",1910-07-05,1913-06-21,"Regeringen-Berntsen",1910-07-05,1913-06-21,2.96164383561654,0
"206","C. W. Ahlefeldt-Laurvig (V)"," Udenrigsminister ","(en)",1910-07-05,1913-06-21,"Regeringen-Berntsen",1910-07-05,1913-06-21,2.96164383561654,0
"207","Jacob Appel"," Kultusminister "," (V)",1910-07-05,1913-06-21,"Regeringen-Berntsen",1910-07-05,1913-06-21,2.96164383561654,0
"208","Frits T. Bülov"," Justitsminister "," (V)",1910-07-05,1913-06-21,"Regeringen-Berntsen",1910-07-05,1913-06-21,2.96164383561654,0
"209","J. Jensen-Sønderup"," Indenrigsminister "," (V)",1910-07-05,1913-06-21,"Regeringen-Berntsen",1910-07-05,1913-06-21,2.96164383561654,0
"210","Thomas Larsen"," Minister for offentlige arbejder "," (V)",1910-07-05,1913-06-21,"Regeringen-Berntsen",1910-07-05,1913-06-21,2.96164383561654,0
"211","Anders Nielsen"," Landbrugsminister "," (V)",1910-07-05,1913-06-21,"Regeringen-Berntsen",1910-07-05,1913-06-21,2.96164383561654,0
"212","Oscar B. Muus"," Minister for handel og søfart "," (V)",1910-07-05,1913-06-21,"Regeringen-Berntsen",1910-07-05,1913-06-21,2.96164383561654,0
"213","Bjørn Jonsson"," Minister for Island ",NA,1910-07-05,1911-03-14,"Regeringen-Berntsen",1910-07-05,1913-06-21,0.690410958904295,1
"214","Kristjan Jonsson"," Minister for Island ",NA,1910-07-05,1912-07-25,"Regeringen-Berntsen",1910-07-05,1913-06-21,2.05599221498619,1
"215","Hannes Hafstein"," Minister for Island",NA,1912-07-25,1913-06-21,"Regeringen-Berntsen",1910-07-05,1913-06-21,0.905651620630351,0
"216","C. Th. Zahle"," Konseilspræsident Fra 21.04.1918 Statsminister* "," (R)",1918-04-21,1920-03-29,"Regeringen-Zahle-II",1913-06-21,1920-03-29,1.93906729545643,0
"217","Edvard Brandes"," Udenrigsminister "," (R)",1913-06-21,1913-06-24,"Regeringen-Zahle-II",1913-06-21,1920-03-29,0.00821917808229955,1
"218","Erik Scavenius"," Udenrigsminister "," (R)",1913-06-24,1920-03-29,"Regeringen-Zahle-II",1913-06-21,1920-03-29,6.76372482970282,0
"219","Edvard Brandes"," Finansminister "," (R)",1913-06-21,1920-03-29,"Regeringen-Zahle-II",1913-06-21,1920-03-29,6.77194400778512,0
"220","Peter Munch"," Forsvarsminister "," (R)",1913-06-21,1920-03-29,"Regeringen-Zahle-II",1913-06-21,1920-03-29,6.77194400778512,0
"221","S. Keiser-Nielsen"," Kultusminister "," (R)",1913-06-21,1916-04-28,"Regeringen-Zahle-II",1913-06-21,1920-03-29,2.85391122089982,1
"222","Thorvald Povlsen"," Kirkeminister "," (R)",1916-04-28,1920-03-29,"Regeringen-Zahle-II",1913-06-21,1920-03-29,3.91803278688531,0
"223","S. Keiser-Nielsen"," Undervisningsminister "," (R)",1916-04-28,1920-03-29,"Regeringen-Zahle-II",1913-06-21,1920-03-29,3.91803278688531,0
"224","C. Th. Zahle"," Justitsminister "," (R)",1913-06-21,1920-03-29,"Regeringen-Zahle-II",1913-06-21,1920-03-29,6.77194400778512,0
"225","Ove Rode"," Indenrigsminister "," (R)",1913-06-21,1920-03-29,"Regeringen-Zahle-II",1913-06-21,1920-03-29,6.77194400778512,0
"226","J. Hassing- Jørgensen"," Minister for offentlige arbejder "," (R)",1913-06-21,1920-03-29,"Regeringen-Zahle-II",1913-06-21,1920-03-29,6.77194400778512,0
"227","Kristjan Pedersen"," Landbrugsminister "," (R)",1913-06-21,1920-03-29,"Regeringen-Zahle-II",1913-06-21,1920-03-29,6.77194400778512,0
"228","J. Hassing- Jørgensen"," Minister for handel og søfart Fra 1/4 1914 Handelsminister "," (R)",1913-06-21,1916-04-28,"Regeringen-Zahle-II",1913-06-21,1920-03-29,2.85391122089982,1
"229","J.C. Christensen"," Minister uden portefølje (30.09.1916 – 16.01.1918) "," (V)",1916-09-30,1918-01-16,"Regeringen-Zahle-II",1913-06-21,1920-03-29,1.29519425106673,1
"230","Chr. M. Rottbøll"," Minister uden portefølje (30.09.1916 – 16.01.1918) "," (KF)",1916-09-30,1918-01-16,"Regeringen-Zahle-II",1913-06-21,1920-03-29,1.29519425106673,1
"231","Th. Stauning"," Minister uden portefølje (fra 30.09.1916) "," (S)",1916-09-30,1920-03-29,"Regeringen-Zahle-II",1913-06-21,1920-03-29,3.49453551912575,0
"232","H.P. Hanssen (u.p.)"," Minister uden portefølje (30.09.1916 – 16.01.1918) "," (Nørremølle)",1916-09-30,1918-01-16,"Regeringen-Zahle-II",1913-06-21,1920-03-29,1.29519425106673,1
"233","Hannes Hafstein"," Minister for Island# ",NA,1913-06-21,1914-07-21,"Regeringen-Zahle-II",1913-06-21,1920-03-29,1.08219178082186,1
"234","Sigurdur Eggerz"," Minister for Island# ",NA,1913-06-21,1915-05-04,"Regeringen-Zahle-II",1913-06-21,1920-03-29,1.86849315068503,1
"235","Einar Arnorsson"," Minister for Island# ",NA,1913-06-21,1917-01-04,"Regeringen-Zahle-II",1913-06-21,1920-03-29,3.53972602739736,1
"236","Th. Stauning"," Socialminister"," (S)",1918-11-18,1920-03-29,"Regeringen-Zahle-II",1913-06-21,1920-03-29,1.3609851036756,0
"237","Otto Liebe"," Statsminister ",NA,1920-03-30,1920-04-05,"Regeringen-Liebe",1920-03-30,1920-04-05,0.016393442622757,0
"238","Henri Konow"," Udenrigsminister ",NA,1920-03-30,1920-04-05,"Regeringen-Liebe",1920-03-30,1920-04-05,0.016393442622757,0
"239","H.P. Hjerl Hansen"," Finansminister ",NA,1920-03-30,1920-04-05,"Regeringen-Liebe",1920-03-30,1920-04-05,0.016393442622757,0
"240","Henri Konow"," Forsvarsminister ",NA,1920-03-30,1920-04-05,"Regeringen-Liebe",1920-03-30,1920-04-05,0.016393442622757,0
"241","H. Edvard Hass"," Kirkeminister ",NA,1920-03-30,1920-04-05,"Regeringen-Liebe",1920-03-30,1920-04-05,0.016393442622757,0
"242","Thorkild Rovsing"," Undervisningsminister ",NA,1920-03-30,1920-04-05,"Regeringen-Liebe",1920-03-30,1920-04-05,0.016393442622757,0
"243","Otto Liebe"," Justitsminister til 02.04.1920 ",NA,1920-03-30,1920-04-02,"Regeringen-Liebe",1920-03-30,1920-04-05,0.0081967213113785,1
"244","Kristian Sindballe"," Justitsminister fra 02.04.1920 ",NA,1920-04-02,1920-04-05,"Regeringen-Liebe",1920-03-30,1920-04-05,0.0081967213113785,0
"245","W. Oxholm"," Indenrigsminister ",NA,1920-03-30,1920-04-05,"Regeringen-Liebe",1920-03-30,1920-04-05,0.016393442622757,0
"246","N.C. Monberg"," Minister for offentlige arbejder ",NA,1920-03-30,1920-04-05,"Regeringen-Liebe",1920-03-30,1920-04-05,0.016393442622757,0
"247","W. Oxholm"," Landbrugsminister ",NA,1920-03-30,1920-04-05,"Regeringen-Liebe",1920-03-30,1920-04-05,0.016393442622757,0
"248","M.N. Suenson"," Handelsminister",NA,1920-03-30,1920-04-05,"Regeringen-Liebe",1920-03-30,1920-04-05,0.016393442622757,0
"249","M. P. Friis"," Statsminister ",NA,1920-04-05,1920-05-05,"Regeringen-Friis",1920-04-05,1920-05-05,0.0819672131149218,0
"250","O. C. Scavenius"," Udenrigsminister ",NA,1920-04-05,1920-05-05,"Regeringen-Friis",1920-04-05,1920-05-05,0.0819672131149218,0
"251","A. M. Koefoed"," Finansminister ",NA,1920-04-05,1920-05-05,"Regeringen-Friis",1920-04-05,1920-05-05,0.0819672131149218,0
"252","M. P. Friis"," Forsvarsminister ",NA,1920-04-05,1920-05-05,"Regeringen-Friis",1920-04-05,1920-05-05,0.0819672131149218,0
"253","C. E. A. Ammentorp"," Kirkeminister ",NA,1920-04-05,1920-05-05,"Regeringen-Friis",1920-04-05,1920-05-05,0.0819672131149218,0
"254","P. J. Pedersen"," Undervisningsminister ",NA,1920-04-05,1920-05-05,"Regeringen-Friis",1920-04-05,1920-05-05,0.0819672131149218,0
"255","F. Schrøder"," Justitsminister ",NA,1920-04-05,1920-05-05,"Regeringen-Friis",1920-04-05,1920-05-05,0.0819672131149218,0
"256","H. Vedel"," Indenrigsminister ",NA,1920-04-05,1920-05-05,"Regeringen-Friis",1920-04-05,1920-05-05,0.0819672131149218,0
"257","K. Riis-Hansen"," Minister for offentlige arbejder ",NA,1920-04-05,1920-05-05,"Regeringen-Friis",1920-04-05,1920-05-05,0.0819672131149218,0
"258","Chr. Sonne"," Landbrugsminister ",NA,1920-04-05,1920-05-05,"Regeringen-Friis",1920-04-05,1920-05-05,0.0819672131149218,0
"259","H. P. Prior"," Handelsminister ",NA,1920-04-05,1920-05-05,"Regeringen-Friis",1920-04-05,1920-05-05,0.0819672131149218,0
"260","J. Jensen"," Socialminister",NA,1920-04-05,1920-05-05,"Regeringen-Friis",1920-04-05,1920-05-05,0.0819672131149218,0
"261","N. Neergaard"," Statsminister "," (V)",1920-05-05,1922-10-09,"Regeringen-Neergaard-II",1920-05-05,1922-10-09,2.42833295905371,0
"262","Harald Scavenius"," Udenrigsminister "," (u.p.)",1920-05-05,1922-10-09,"Regeringen-Neergaard-II",1920-05-05,1922-10-09,2.42833295905371,0
"263","N. Neergaard"," Finansminister "," (V)",1920-05-05,1922-10-09,"Regeringen-Neergaard-II",1920-05-05,1922-10-09,2.42833295905371,0
"264","Klaus Berntsen"," Forsvarsminister "," (V)",1920-05-05,1922-10-09,"Regeringen-Neergaard-II",1920-05-05,1922-10-09,2.42833295905371,0
"265","J. C. Christensen"," Kirkeminister til 15.08.1922 "," (V)",1920-05-05,1922-08-15,"Regeringen-Neergaard-II",1920-05-05,1922-10-09,2.277648027547,1
"266","Jacob Appel"," Kirkeminister fra 15.08.1922 "," (V)",1922-08-15,1922-10-09,"Regeringen-Neergaard-II",1920-05-05,1922-10-09,0.150684931506703,0
"267","Jacob Appel"," Undervisnings¬minister "," (V)",1920-05-05,1922-10-09,"Regeringen-Neergaard-II",1920-05-05,1922-10-09,2.42833295905371,0
"268","Svenning Rytter"," Justitsminister "," (V)",1920-05-05,1922-10-09,"Regeringen-Neergaard-II",1920-05-05,1922-10-09,2.42833295905371,0
"269","Sigurd Berg"," † 11.07.1921 "," (V)",1920-05-05,1921-07-11,"Regeringen-Neergaard-II",1920-05-05,1922-10-09,1.1817576165879,1
"270","Oluf Kragh"," Indenrigsminister fra 18.07.1921 "," (V)",1921-07-18,1922-10-09,"Regeringen-Neergaard-II",1920-05-05,1922-10-09,1.22739726027385,0
"271","M. N. Slebsager"," Minister for offentlige arbejder "," (V)",1920-05-05,1922-10-09,"Regeringen-Neergaard-II",1920-05-05,1922-10-09,2.42833295905371,0
"272","Th. Madsen-Mygdal"," Landbrugsminister "," (V)",1920-05-05,1922-10-09,"Regeringen-Neergaard-II",1920-05-05,1922-10-09,2.42833295905371,0
"273","Tyge J JRothe"," Handelsminister"," (V)",1920-05-05,1922-10-09,"Regeringen-Neergaard-II",1920-05-05,1922-10-09,2.42833295905371,0
"274","N. Neergaard"," Statsminister "," (V)",1922-10-09,1924-04-23,"Regeringen-neergaard-iii",1922-10-09,1924-04-23,1.53888015570033,0
"275","C. M. T. Cold"," Udenrigsminister ","(u.p.)",1922-10-09,1924-04-23,"Regeringen-neergaard-iii",1922-10-09,1924-04-23,1.53888015570033,0
"276","Jacob Appel"," Kirkeminister "," (V)",1922-10-09,1924-04-23,"Regeringen-neergaard-iii",1922-10-09,1924-04-23,1.53888015570033,0
"277","Jacob Appel"," Undervisningsminister "," (V)",1922-10-09,1924-04-23,"Regeringen-neergaard-iii",1922-10-09,1924-04-23,1.53888015570033,0
"278","Svenning Rytter"," Justitsminister "," (V)",1922-10-09,1924-04-23,"Regeringen-neergaard-iii",1922-10-09,1924-04-23,1.53888015570033,0
"279","Oluf Kragh"," Indenrigsminister "," (V)",1922-10-09,1924-04-23,"Regeringen-neergaard-iii",1922-10-09,1924-04-23,1.53888015570033,0
"280","M. N. Slebsager"," Minister for offentlige arbejder "," (V)",1922-10-09,1924-04-23,"Regeringen-neergaard-iii",1922-10-09,1924-04-23,1.53888015570033,0
"281","Th. Madsen-Mygdal"," Landbrugsminister "," (V)",1922-10-09,1924-04-23,"Regeringen-neergaard-iii",1922-10-09,1924-04-23,1.53888015570033,0
"282","Oluf Kragh"," ad interim til 10.10.1922 Handelsminister "," (V)",1922-10-09,1922-10-10,"Regeringen-neergaard-iii",1922-10-09,1924-04-23,0.00273972602735739,1
"283","Jørgen Christensen"," fra 10.10.1922 Handelsminister "," (V)",1922-10-10,1924-04-23,"Regeringen-neergaard-iii",1922-10-09,1924-04-23,1.53614042967297,0
"284","Klaus Berntsen"," fra 16.10.1922 Minister uden portefølje"," (V)",1922-10-16,1924-04-23,"Regeringen-neergaard-iii",1922-10-09,1924-04-23,1.5197020735086,0
"285","Th. Stauning"," Statsminister "," (S)",1924-04-23,1926-12-14,"Regeringen-Stauning-I",1924-04-23,1926-12-14,2.64194176210799,0
"286","Carl Moltke"," Udenrigsminister "," (u.p.)",1924-04-23,1926-12-14,"Regeringen-Stauning-I",1924-04-23,1926-12-14,2.64194176210799,0
"287","C. V. Bramsnæs"," Finansminister "," (S)",1924-04-23,1926-12-14,"Regeringen-Stauning-I",1924-04-23,1926-12-14,2.64194176210799,0
"288","L. Rasmussen"," Forsvarsminister "," (S)",1924-04-23,1926-12-14,"Regeringen-Stauning-I",1924-04-23,1926-12-14,2.64194176210799,0
"289","Peter Dahl"," Kirkeminister "," (S)",1924-04-23,1926-12-14,"Regeringen-Stauning-I",1924-04-23,1926-12-14,2.64194176210799,0
"290","Nina Bang"," Undervisningsminister "," (S)",1924-04-23,1926-12-14,"Regeringen-Stauning-I",1924-04-23,1926-12-14,2.64194176210799,0
"291","K. K. Steincke"," Justitsminister "," (S)",1924-04-23,1926-12-14,"Regeringen-Stauning-I",1924-04-23,1926-12-14,2.64194176210799,0
"292","C. N. Hauge"," Indenrigsminister "," (S)",1924-04-23,1926-12-14,"Regeringen-Stauning-I",1924-04-23,1926-12-14,2.64194176210799,0
"293","J. Friis-Skotte"," Minister for offentlige arbejder "," (S)",1924-04-23,1926-12-14,"Regeringen-Stauning-I",1924-04-23,1926-12-14,2.64194176210799,0
"294","Kristen Bording"," Landbrugsminister "," (S)",1924-04-23,1926-12-14,"Regeringen-Stauning-I",1924-04-23,1926-12-14,2.64194176210799,0
"295","Th. Stauning"," Minister for industri handel og søfart "," (S)",1924-04-23,1926-12-14,"Regeringen-Stauning-I",1924-04-23,1926-12-14,2.64194176210799,0
"296","Frederik Borgbjerg"," Socialminister"," (S)",1924-04-23,1926-12-14,"Regeringen-Stauning-I",1924-04-23,1926-12-14,2.64194176210799,0
"297","Th. Madsen-Mygdal"," Statsminister "," (V)",1926-12-14,1929-04-30,"Regeringen-Madsen-Mygdal",1926-12-14,1929-04-30,2.37534246575342,0
"298","L. Moltesen"," Udenrigsminister "," (V)",1926-12-14,1929-04-30,"Regeringen-Madsen-Mygdal",1926-12-14,1929-04-30,2.37534246575342,0
"299","N. Neergaard"," Finansminister "," (V)",1926-12-14,1929-04-30,"Regeringen-Madsen-Mygdal",1926-12-14,1929-04-30,2.37534246575342,0
"300","Søren Brorsen"," Forsvarsminister "," (V)",1926-12-14,1929-04-30,"Regeringen-Madsen-Mygdal",1926-12-14,1929-04-30,2.37534246575342,0
"301","Fr. Bruun-Rasmussen"," Kirkeminister "," (V)",1926-12-14,1929-04-30,"Regeringen-Madsen-Mygdal",1926-12-14,1929-04-30,2.37534246575342,0
"302","J. Byskov"," Undervisningsminister "," (V)",1926-12-14,1929-04-30,"Regeringen-Madsen-Mygdal",1926-12-14,1929-04-30,2.37534246575342,0
"303","Svenning Rytter"," Justitsminister "," (V)",1926-12-14,1929-04-30,"Regeringen-Madsen-Mygdal",1926-12-14,1929-04-30,2.37534246575342,0
"304","Oluf Kragh"," Indenrigsminister "," (V)",1926-12-14,1929-04-30,"Regeringen-Madsen-Mygdal",1926-12-14,1929-04-30,2.37534246575342,0
"305","Johannes Stensballe"," Minister for offentlige arbejder "," (V)",1926-12-14,1929-04-30,"Regeringen-Madsen-Mygdal",1926-12-14,1929-04-30,2.37534246575342,0
"306","Th. Madsen-Mygdal"," Landbrugsminister "," (V)",1926-12-14,1929-04-30,"Regeringen-Madsen-Mygdal",1926-12-14,1929-04-30,2.37534246575342,0
"307","V. Rubow"," Minister for sundhedsvæsen"," (V)",1926-12-14,1929-04-30,"Regeringen-Madsen-Mygdal",1926-12-14,1929-04-30,2.37534246575342,0
"308","Th. Stauning"," Statsminister "," (S)",1929-04-30,1935-11-04,"Regeringen-Stauning-II",1929-04-30,1935-11-04,6.51506849315069,0
"309","E Munch"," Udenrigsminister "," (R)",1929-04-30,1935-11-04,"Regeringen-Stauning-II",1929-04-30,1935-11-04,6.51506849315069,0
"310","C. V. Bramsnæs"," Finansminister til 31.05. 1933 "," (S)",1929-04-30,1933-05-31,"Regeringen-Stauning-II",1929-04-30,1935-11-04,4.08493150684922,1
"311","H.P. Hansen"," Finansminister fra 31.05. 1933 "," (S)",1933-05-31,1935-11-04,"Regeringen-Stauning-II",1929-04-30,1935-11-04,2.43013698630148,0
"312","L. Rasmussen"," Forsvarsminister til 24.11.1932 ","(S)",1929-04-30,1932-11-24,"Regeringen-Stauning-II",1929-04-30,1935-11-04,3.57014746612776,1
"313","H. P. Hansen"," Forsvarsminister fra 24.11.1932 til 31.05.1933 "," (S)",1932-11-24,1933-05-31,"Regeringen-Stauning-II",1929-04-30,1935-11-04,0.514784040721452,1
"314","Th. Stauning"," Forsvarsminister fra 31.05.1933 "," (S)",1933-05-31,1935-11-04,"Regeringen-Stauning-II",1929-04-30,1935-11-04,2.43013698630148,0
"315","Peter Dahl"," Kirkeminister "," (S)",1929-04-30,1935-11-04,"Regeringen-Stauning-II",1929-04-30,1935-11-04,6.51506849315069,0
"316","Frederik Borgbjerg"," Undervisningsminister "," (S)",1929-04-30,1935-11-04,"Regeringen-Stauning-II",1929-04-30,1935-11-04,6.51506849315069,0
"317","C. Th. Zahle"," Justitsminister "," (R)",1929-04-30,1935-11-04,"Regeringen-Stauning-II",1929-04-30,1935-11-04,6.51506849315069,0
"318","Bertel Dahlgaard"," Indenrigsminister "," (R)",1929-04-30,1935-11-04,"Regeringen-Stauning-II",1929-04-30,1935-11-04,6.51506849315069,0
"319","J. Friis-Skotte"," Minister for offentlige arbejder "," (S)",1929-04-30,1935-11-04,"Regeringen-Stauning-II",1929-04-30,1935-11-04,6.51506849315069,0
"320","Kristen Bording"," Landbrugsminister "," (S)",1929-04-30,1935-11-04,"Regeringen-Stauning-II",1929-04-30,1935-11-04,6.51506849315069,0
"321","C.N.Hauge"," Minister for industri og handel "," (S)",1929-04-30,1935-11-04,"Regeringen-Stauning-II",1929-04-30,1935-11-04,6.51506849315069,0
"322","Th. Stauning"," Minister for søfart og fiskeri til 31.05.1933 "," (S)",1929-04-30,1933-05-31,"Regeringen-Stauning-II",1929-04-30,1935-11-04,4.08493150684922,1
"323","C. N. Hauge"," Minister for søfart og fiskeri ad interim "," (S)",1929-04-30,1935-11-04,"Regeringen-Stauning-II",1929-04-30,1935-11-04,6.51506849315069,0
"324","K. K. Steincke"," Socialminister"," (S)",1929-04-30,1935-11-04,"Regeringen-Stauning-II",1929-04-30,1935-11-04,6.51506849315069,0
"325","Th. Stauning"," Statsminister "," (S)",1935-11-04,1939-09-15,"Regeringen-Stauning-III",1935-11-04,1939-09-15,3.86301369863008,0
"326","P. Munch"," Udenrigsminister "," (R)",1935-11-04,1939-09-15,"Regeringen-Stauning-III",1935-11-04,1939-09-15,3.86301369863008,0
"327","H. P. Hansen"," Finansminister til 20.07.1937 "," (S)",1935-11-04,1937-07-20,"Regeringen-Stauning-III",1935-11-04,1939-09-15,1.70684931506844,1
"328","Vilhelm Buhl"," Finansminister fra 20.07.1937 "," (S)",1937-07-20,1939-09-15,"Regeringen-Stauning-III",1935-11-04,1939-09-15,2.15616438356165,0
"329","Alsing Andersen","Forsvarsminister "," (S)",1935-11-04,1939-09-15,"Regeringen-Stauning-III",1935-11-04,1939-09-15,3.86301369863008,0
"330","Johannes Hansen"," Kirkeminister "," (S)",1935-11-04,1939-09-15,"Regeringen-Stauning-III",1935-11-04,1939-09-15,3.86301369863008,0
"331","Jørgen Jørgensen"," Undervisningsminister "," (R)",1935-11-04,1939-09-15,"Regeringen-Stauning-III",1935-11-04,1939-09-15,3.86301369863008,0
"332","K. K. Steincke"," Justitsminister "," (S)",1935-11-04,1939-09-15,"Regeringen-Stauning-III",1935-11-04,1939-09-15,3.86301369863008,0
"333","Bertel Dahlgaard"," Indenrigsminister "," (R)",1935-11-04,1939-09-15,"Regeringen-Stauning-III",1935-11-04,1939-09-15,3.86301369863008,0
"334","N. Fisker"," Minister for offentlige arbejder "," (S)",1935-11-04,1939-09-15,"Regeringen-Stauning-III",1935-11-04,1939-09-15,3.86301369863008,0
"335","Kristen Bording"," Landbrugsminister fra 09.11.1935 Minister for landbrug og fiskeri "," (S)",1935-11-09,1939-09-15,"Regeringen-Stauning-III",1935-11-04,1939-09-15,3.84931506849307,0
"336","Ludvig Christensen"," Socialminister"," (S)",1935-11-04,1939-09-15,"Regeringen-Stauning-III",1935-11-04,1939-09-15,3.86301369863008,0
"337","Th. Stauning"," Statsminister "," (S)",1939-09-15,1940-04-10,"Regeringen-Stauning-IV",1939-09-15,1940-04-10,0.569114454674718,0
"338","P. Munch"," Udenrigsminister "," (R)",1939-09-15,1940-04-10,"Regeringen-Stauning-IV",1939-09-15,1940-04-10,0.569114454674718,0
"339","Vilhelm Buhl"," Finansminister "," (S)",1939-09-15,1940-04-10,"Regeringen-Stauning-IV",1939-09-15,1940-04-10,0.569114454674718,0
"340","Alsing Andersen"," Forsvarsminister "," (S)",1939-09-15,1940-04-10,"Regeringen-Stauning-IV",1939-09-15,1940-04-10,0.569114454674718,0
"341","Jørgen Jørgensen"," Undervisningsminister "," (R)",1939-09-15,1940-04-10,"Regeringen-Stauning-IV",1939-09-15,1940-04-10,0.569114454674718,0
"342","S. Unmack Larsen"," Justitsminister "," (S)",1939-09-15,1940-04-10,"Regeringen-Stauning-IV",1939-09-15,1940-04-10,0.569114454674718,0
"343","Axel Sørensen"," Minister for offentlige arbejder "," (S)",1939-09-15,1940-04-10,"Regeringen-Stauning-IV",1939-09-15,1940-04-10,0.569114454674718,0
"344","Kristen Bording"," Minister for landbrug og fiskeri "," (S)",1939-09-15,1940-04-10,"Regeringen-Stauning-IV",1939-09-15,1940-04-10,0.569114454674718,0
"345","Bertel Dalgaard"," Indenrigsminister "," (R)",1939-09-15,1940-04-10,"Regeringen-Stauning-IV",1939-09-15,1940-04-10,0.569114454674718,0
"346","Johs. Hansen"," Kirkeminister "," (S)",1939-09-15,1940-04-10,"Regeringen-Stauning-IV",1939-09-15,1940-04-10,0.569114454674718,0
"347","Ludvig Christensen"," Socialminister"," (S)",1939-09-15,1940-04-10,"Regeringen-Stauning-IV",1939-09-15,1940-04-10,0.569114454674718,0
"348","Th. Stauning"," Statsminister "," (S)",1940-04-10,1940-07-08,"Regeringen-Stauning-V",1940-04-10,1940-07-08,0.243169398907185,0
"349","Vilhelm Buhl"," Finansminister "," (S)",1940-04-10,1940-07-08,"Regeringen-Stauning-V",1940-04-10,1940-07-08,0.243169398907185,0
